AHR,ADK,1.0121840400388464
AHR,SPTBN1,0.9270725306123495
AHR,CTNNA1,1.165491018560715
AHR,PRKCH,1.11141274147667
AHR,MFSD1,1.1258972072973847
AHR,ESR1,0.9926573709235527
AHR,SLC44A2,0.9607198657467961
AHR,RUNX2,0.9743397750426084
AHR,KRT18,1.1996164452284575
AHR,THRB,1.0690789658110589
AHR,EYA2,1.0429580572526902
AHR,SGPP1,1.270261718891561
AHR,ODC1,1.2068168638506904
AHR,TRPS1,1.191641017794609
AHR,EBF1,0.9744244948960841
AHR,MEIS1,0.9509076923131943
AHR,E2F6,1.1076149200089276
AHR,SPIRE1,1.2297512681689113
AHR,RAI14,0.9427290997700766
AHR,JARID2,1.0912440976826474
AHR,NFE2L2,0.9915312111843377
AHR,FOS,0.941079884651117
AHR,UBE2G2,1.0752453259192407
AHR,WDSUB1,1.0838269288651645
AHR,TMEM97,1.2707305229268968
AHR,EDC3,1.0448265700251795
AHR,METAP1D,1.1302119600586593
AHR,PLEC,0.9156030438607559
AHR,DNPEP,1.090331963961944
AHR,ADD2,0.9851959521183744
AHR,HEBP1,1.2188440598547459
AHR,ST8SIA4,1.1006431533023715
AHR,MYL10,0.9689893422182649
AHR,WLS,1.0825563241378404
AHR,GSTM5,1.0589305728208274
AHR,ELF4,1.139050377998501
AHR,USP37,1.1686007058015093
AHR,LMO4,1.04776475566905
AHR,ZEB2,0.8599785526748747
AHR,ZBTB20,0.8416780716506764
AHR,ZFP451,1.141888453043066
AHR,NRF1,0.877712864195928
AHR,CSRP3,0.976136441109702
AHR,EGR1,0.9728929123375565
AHR,USP4,1.1257171580800787
AHR,AP3S1,1.1893537614960223
AHR,ATG12,1.2142452953848988
AHR,VAMP3,1.1276680880691856
AHR,PICALM,1.1755981731694192
AHR,CKS1B,0.8243618967244402
AHR,CNOT10,1.1362076869700104
AHR,REL,0.946218540368136
AHR,ADO,1.276668772683479
AHR,HPCAL1,1.1142138743307441
AHR,MEMO1,1.2438293063314632
AHR,STARD10,1.2349173969123513
AHR,ANKFY1,1.253769194940105
AHR,ERLIN2,1.1826922225300223
AHR,TBL3,0.9226228757761419
AHR,WDR73,1.1098733561811969
AHR,VILL,1.2122152531519532
AHR,FPGS,1.2700555633055046
AHR,TCIRG1,1.2494346869643778
AHR,HSD3B7,0.9228325950680301
AHR,POLD1,1.0874712311779149
AHR,RORC,0.970253850100562
AHR,SLC29A1,1.0707549063954502
AHR,CYB5R3,1.0609157060971484
AHR,LIG1,1.2172352878842503
AHR,GANAB,0.9764632553560659
AHR,ACAP1,0.8809644084540196
