TF,Target,score
11783,12691,0.7538256049156189
11783,13582,0.7538068294525146
17009,13582,0.7537705302238464
17009,12691,0.7533715963363647
12745,13582,0.7521472573280334
4633,13582,0.7521191239356995
4633,12691,0.7519102096557617
12745,12691,0.7518953084945679
9896,13582,0.7482426166534424
9896,12691,0.7478968501091003
11783,10958,0.7444429397583008
12778,13582,0.7436694502830505
17009,10958,0.7436085343360901
12778,12691,0.7434438467025757
11783,17192,0.7429372072219849
17009,17192,0.7425155639648438
12745,10958,0.7422447800636292
11783,7527,0.7420216202735901
4633,10958,0.7418978810310364
11783,8908,0.7418763637542725
17009,15160,0.7417891025543213
11783,15160,0.7416938543319702
6042,13582,0.7412087917327881
12745,17192,0.7411280870437622
17009,8908,0.7411163449287415
11783,12325,0.7410664558410645
6042,12691,0.7407785654067993
4633,17192,0.7407059073448181
17009,7527,0.7405846118927002
4633,15160,0.7403843402862549
12745,15160,0.7399046421051025
17009,12325,0.7398226857185364
12745,8908,0.7397372722625732
12745,7527,0.7396465539932251
11783,11777,0.7396398782730103
4633,8908,0.7388365268707275
11783,9798,0.73881596326828
17009,11777,0.7386793494224548
12745,12325,0.73835688829422
4633,12325,0.7379014492034912
4633,7527,0.737856388092041
16523,13582,0.7377897500991821
9896,10958,0.7376108765602112
16523,12691,0.7375345230102539
12745,11777,0.7374495267868042
17009,9798,0.7373884916305542
12745,9798,0.73677659034729
9896,17192,0.7367001175880432
4633,11777,0.7366582155227661
15137,13582,0.736648440361023
15137,12691,0.7360848784446716
11783,10867,0.7355712652206421
17009,10867,0.7355554103851318
9896,15160,0.7355180382728577
4633,9798,0.7350927591323853
3788,13582,0.7347033023834229
9896,8908,0.7343940138816833
3788,12691,0.73436439037323
9896,7527,0.7340010404586792
4633,10867,0.7336832880973816
12745,10867,0.7336238622665405
12778,10958,0.7334273457527161
17009,6311,0.7332028150558472
9896,12325,0.7329079508781433
11783,6311,0.7328929901123047
11783,3007,0.732875406742096
17009,3007,0.7327291965484619
12778,15160,0.7326588034629822
10385,13582,0.7324281334877014
12778,17192,0.7323741316795349
10385,12691,0.7320087552070618
9896,11777,0.7319218516349792
11783,745,0.731460452079773
4633,3007,0.7313960194587708
4633,6311,0.7312885522842407
12745,6311,0.7311484217643738
17009,745,0.7307966947555542
12745,3007,0.730736494064331
9896,9798,0.7305858731269836
15180,13582,0.7305775284767151
7941,13582,0.7305148839950562
12778,8908,0.7301754951477051
15180,12691,0.7301455140113831
7941,12691,0.7299848198890686
6042,15160,0.7297288775444031
17009,7797,0.729657769203186
6042,10958,0.7296154499053955
11783,7797,0.7294460535049438
12745,745,0.729402482509613
6042,17192,0.7293732166290283
12778,12325,0.7289592623710632
11783,11724,0.7289110422134399
9896,10867,0.7288805246353149
17009,11724,0.7287645936012268
15004,13582,0.7285107970237732
1350,13582,0.7284682393074036
12778,7527,0.7284466624259949
12778,11777,0.7283068895339966
4633,745,0.7282894253730774
15004,12691,0.7281515002250671
1350,12691,0.7280883193016052
4633,7797,0.727898895740509
11783,11602,0.7278891205787659
16523,17192,0.7278624773025513
16523,10958,0.7278060913085938
12745,7797,0.727530300617218
11783,1030,0.7272344827651978
17009,1030,0.7270705103874207
12745,11724,0.726838231086731
4633,11724,0.7267828583717346
16523,15160,0.7266066670417786
12778,9798,0.7265142202377319
9896,3007,0.7263583540916443
9896,6311,0.7263250946998596
17009,11602,0.7260909080505371
12778,10867,0.7257352471351624
11783,9597,0.7257166504859924
11783,14890,0.7257143259048462
6042,8908,0.7254191040992737
15137,17192,0.7253947257995605
15137,10958,0.7253816723823547
17009,9597,0.725361168384552
16523,8908,0.7252246737480164
12745,11602,0.7251734137535095
12745,1030,0.7251226902008057
16523,7527,0.7250232696533203
17009,14890,0.7250139713287354
3788,17192,0.7249040007591248
4633,1030,0.7248407006263733
6136,13582,0.7247979044914246
17009,4534,0.7247385382652283
16523,12325,0.7247158288955688
11783,4534,0.7247130870819092
3788,10958,0.7246747612953186
11783,337,0.724604070186615
14623,13582,0.724419116973877
6136,12691,0.7242852449417114
17009,337,0.7242088913917542
12778,3007,0.724120557308197
14623,12691,0.7240042090415955
6042,12325,0.7238465547561646
9763,13582,0.7237883806228638
12745,9597,0.7237041592597961
12778,6311,0.7236907482147217
15137,15160,0.7236782908439636
11783,7108,0.7236748337745667
15233,13582,0.7236332893371582
17009,7108,0.7235767245292664
4633,11602,0.7234749794006348
9896,745,0.7234580516815186
3788,15160,0.7234397530555725
4633,9597,0.7234362959861755
9763,12691,0.7233108878135681
12745,14890,0.7232974171638489
6042,11777,0.7232725620269775
