TF,Target,score
11783,2377,0.7271914482116699
11783,10086,0.7253613471984863
11783,3007,0.7251372933387756
11783,13362,0.7234430313110352
11783,11479,0.7231094837188721
11783,9921,0.7206453680992126
10385,2377,0.7204266786575317
11783,12535,0.7204033732414246
11783,14890,0.7200757265090942
11783,11257,0.719667911529541
11783,3350,0.7193167805671692
10385,3007,0.7190667390823364
17009,2377,0.7189507484436035
10385,10086,0.7189353108406067
17009,10086,0.7184351086616516
17009,3007,0.7182925343513489
12778,3007,0.716988205909729
10385,13362,0.71672123670578
12778,10086,0.7163875102996826
10385,11479,0.7162036299705505
11783,9075,0.7161130309104919
17009,13362,0.7152824401855469
11783,669,0.7150099277496338
11783,12623,0.7149048447608948
11783,12715,0.71464604139328
17009,11479,0.7142500281333923
10385,14890,0.7140532732009888
10385,9921,0.7139713764190674
10385,3350,0.7138704061508179
10385,12535,0.7138465642929077
10385,11257,0.7137123346328735
11783,11816,0.7134401798248291
11783,11850,0.7133418917655945
11783,1548,0.7133138179779053
11783,17452,0.7132887244224548
11783,17252,0.7131927609443665
17009,12535,0.7130886912345886
12745,2377,0.7130425572395325
17009,14890,0.7130019068717957
1350,2377,0.7124776244163513
17009,3350,0.712354838848114
11783,11631,0.7122526168823242
17009,11257,0.7121039032936096
17009,9921,0.7118702530860901
11783,10282,0.7116094827651978
11783,16436,0.7115224599838257
11783,10901,0.7114203572273254
11783,15310,0.7112874388694763
12778,13362,0.711250364780426
12778,12535,0.7112360000610352
12778,2377,0.71094810962677
12745,10086,0.7106862664222717
12745,3007,0.7105440497398376
12778,3350,0.7096080780029297
10385,12623,0.7095139026641846
11783,9748,0.7091652750968933
1350,10086,0.7088828086853027
12778,14890,0.7088700532913208
1350,3007,0.7088236212730408
12778,11257,0.7087441682815552
10385,9075,0.7086811661720276
10385,669,0.7085660099983215
11783,4441,0.7084252834320068
11783,11887,0.7083383202552795
12745,13362,0.7082487940788269
12745,11479,0.7079818844795227
11783,695,0.7078267931938171
1350,11479,0.7077610492706299
11783,8363,0.7076951861381531
10385,17452,0.7076402902603149
17009,12623,0.7076138854026794
10385,11850,0.7074388265609741
10385,1548,0.7074317336082458
10385,11816,0.7073977589607239
10385,17252,0.7072561383247375
17009,669,0.7071236371994019
1350,13362,0.7071031332015991
17009,17452,0.7068531513214111
17009,9075,0.7066919803619385
17009,11850,0.70662921667099
17009,1548,0.7065359354019165
11783,7108,0.7062436938285828
17009,17252,0.706227719783783
17009,11816,0.7061248421669006
1350,9921,0.7061055898666382
10385,11631,0.706077516078949
12745,9921,0.7060123085975647
10385,10901,0.7060053944587708
11783,14350,0.7058938145637512
11783,3644,0.7057292461395264
10385,12715,0.7056422233581543
12745,14890,0.7055583596229553
12745,11257,0.7055412530899048
12778,11479,0.705319344997406
12745,3350,0.7051799893379211
17009,11631,0.7050402760505676
10385,16436,0.704983651638031
12745,12535,0.7049379944801331
11783,3909,0.7049282193183899
10385,15310,0.7048921585083008
17009,10901,0.7048223614692688
17009,12715,0.704802930355072
11783,3643,0.7046151161193848
11783,1076,0.7045549154281616
11783,12681,0.704542338848114
1350,11257,0.7044618725776672
1350,14890,0.7044034004211426
1350,3350,0.7043962478637695
14623,2377,0.703758716583252
10385,9748,0.7036912441253662
11783,10384,0.7035549283027649
11783,12325,0.7034358382225037
10385,10282,0.7033171057701111
17009,15310,0.7032882571220398
9763,2377,0.703288197517395
1350,12535,0.7031519412994385
17009,16436,0.703048050403595
17009,10282,0.7030187845230103
12778,11850,0.7029284238815308
10385,4441,0.7029222846031189
10385,11887,0.7029058337211609
17009,9748,0.702670156955719
11783,8910,0.7026309370994568
10385,695,0.7024713754653931
11783,6269,0.7024663090705872
11783,10957,0.7024412155151367
14623,3007,0.7024002075195312
17009,4441,0.7021310329437256
14623,10086,0.7020480036735535
12778,669,0.7018855810165405
17009,11887,0.7018479108810425
10385,8363,0.7017874121665955
12778,9921,0.701758623123169
12778,1548,0.7017303705215454
11783,1330,0.701633870601654
12745,12623,0.7015464305877686
12778,17252,0.7014716267585754
11783,4572,0.7013475894927979
11783,12986,0.7013458013534546
17009,695,0.7011672854423523
11783,12813,0.7010735273361206
11783,13658,0.7009496092796326
12778,10901,0.700786292552948
12778,11816,0.7006590962409973
12778,17452,0.7006471157073975
11783,5896,0.7006427645683289
1350,9075,0.7005439400672913
17009,8363,0.7005054950714111
11783,10867,0.7004504203796387
11783,6832,0.7003774046897888
10385,3644,0.7003472447395325
11783,12669,0.7003403306007385
10385,7108,0.7003304958343506
12745,9075,0.7003174424171448
12778,11631,0.7002241611480713
9763,11479,0.7001470923423767
12745,12715,0.6999670267105103
11783,8365,0.6999421715736389
12778,12623,0.6999074816703796
11783,4938,0.6998987197875977
1350,12715,0.6998738646507263
11783,17275,0.6998379826545715
12745,17452,0.6998304724693298
10385,1076,0.699746310710907
12745,669,0.699726939201355
14623,13362,0.6996515393257141
11783,9255,0.6996410489082336
11783,9597,0.6996098756790161
11783,14420,0.6994034051895142
17009,3644,0.6993333697319031
10385,14350,0.6992911696434021
12745,1548,0.6992264986038208
10385,3643,0.6992242932319641
1350,17452,0.6991828083992004
17009,1076,0.6991490125656128
10385,3909,0.6991243958473206
17009,7108,0.6990987062454224
11783,16241,0.6990639567375183
1350,669,0.6989869475364685
1350,12623,0.6988751292228699
12745,11850,0.6987540125846863
12745,11816,0.6987253427505493
12745,17252,0.6987069249153137
10385,12681,0.6986343860626221
11783,13191,0.6986098289489746
14623,11479,0.6985849738121033
17009,14350,0.6985504031181335
9763,9921,0.6984790563583374
11783,7071,0.6984434723854065
12778,9748,0.6984171867370605
11783,11557,0.6983939409255981
1350,1548,0.6983720660209656
11783,9768,0.6983221769332886
17009,3643,0.6982645392417908
11783,16247,0.6980123519897461
1350,11816,0.6979920268058777
17009,3909,0.6979805827140808
10385,10384,0.6979610919952393
1350,17252,0.6979409456253052
14623,3350,0.6978628635406494
12778,11887,0.6977934837341309
1350,11850,0.6977364420890808
11783,10279,0.6976320147514343
17009,12681,0.6976048350334167
12745,11631,0.6975860595703125
11783,1030,0.6975552439689636
10385,6269,0.6975090503692627
11783,2923,0.6974847316741943
14623,11257,0.6974790096282959
12778,10282,0.6974365711212158
10385,12325,0.6974344253540039
10385,10957,0.6974305510520935
12745,10901,0.6972801685333252
11783,8454,0.697237491607666
12778,4441,0.6972283124923706
11783,4904,0.6971243023872375
11783,7328,0.6970441341400146
14425,2377,0.6970280408859253
