TF,Target,score
12745,3007,0.7641826272010803
12745,10086,0.7567095160484314
12745,5896,0.7563881278038025
12745,11850,0.7539992332458496
12745,13362,0.7531636953353882
12745,12535,0.7529506087303162
17009,3007,0.7528197765350342
9896,3007,0.7517274618148804
12778,3007,0.751169741153717
12745,1211,0.7494535446166992
12745,2543,0.7489897608757019
11783,3007,0.7463634014129639
12745,1389,0.7456135749816895
12745,3158,0.7456134557723999
12745,13037,0.7455594539642334
14623,3007,0.7454732060432434
17009,10086,0.7453956604003906
6042,3007,0.7453495860099792
10385,3007,0.74515700340271
12745,17198,0.7449786067008972
17009,5896,0.7449190020561218
12745,14890,0.744913637638092
12745,17452,0.7446640133857727
12745,12089,0.7445095777511597
12745,9748,0.7444610595703125
15137,3007,0.7440430521965027
12745,16434,0.743302047252655
9896,10086,0.7432028651237488
12778,10086,0.7431796193122864
9896,5896,0.7430352568626404
12745,6626,0.7430121302604675
17009,11850,0.7429773211479187
12745,11257,0.7427590489387512
12778,5896,0.742723286151886
12745,3644,0.7427148818969727
12745,622,0.7425242066383362
12745,8454,0.7424670457839966
12745,599,0.7422299385070801
17009,13362,0.7421134114265442
12745,9255,0.7419441342353821
17009,12535,0.7416720986366272
12745,8363,0.7415677309036255
12745,3391,0.7414339780807495
12745,14807,0.7414339780807495
12745,6269,0.7409869432449341
1350,3007,0.7409306764602661
12745,16050,0.740891695022583
12745,2586,0.7406401038169861
9896,11850,0.7405814528465271
12745,14350,0.7405112385749817
12745,14702,0.7404418587684631
12745,3852,0.7404175400733948
12778,11850,0.740363597869873
12745,528,0.7400829792022705
12745,16001,0.7397763133049011
12745,1266,0.7396807670593262
12745,11887,0.7396028637886047
11783,5896,0.7394204139709473
12745,2862,0.739366352558136
12778,12535,0.7392655611038208
9896,13362,0.7392598986625671
12745,546,0.7392021417617798
11783,10086,0.7390932440757751
9896,12535,0.7389895915985107
6136,3007,0.738863468170166
12778,13362,0.7385175824165344
17009,1211,0.7385111451148987
12745,669,0.7382590770721436
12745,13886,0.7381436824798584
17009,2543,0.7380532622337341
12745,1548,0.737883448600769
10385,10086,0.7378424406051636
14623,10086,0.7376664876937866
12745,7656,0.737652599811554
12745,2377,0.737638533115387
10385,5896,0.7376350164413452
12745,12986,0.7375282645225525
12745,9561,0.7375085353851318
14623,5896,0.7374321818351746
12745,1670,0.7374238967895508
12745,17130,0.7373905777931213
12745,8900,0.7373905777931213
12745,5929,0.7373523116111755
12745,6301,0.737289309501648
12745,9385,0.7371506094932556
15004,3007,0.7370204925537109
12745,10218,0.7370073795318604
11783,13362,0.7369839549064636
12745,7734,0.7369680404663086
12745,4904,0.7369577288627625
12745,9597,0.7369243502616882
12745,12813,0.7368984222412109
12745,16275,0.7367954254150391
11783,11850,0.7366835474967957
12745,15780,0.7365964651107788
12745,7108,0.7365090847015381
12745,11631,0.7360783815383911
12778,1211,0.7360146641731262
12745,8477,0.7359161972999573
12745,12945,0.7358578443527222
9896,1211,0.735782265663147
12745,7426,0.7357140183448792
12745,10282,0.7356804013252258
11783,12535,0.7356798052787781
12745,3786,0.7355860471725464
12778,2543,0.735548734664917
10385,11850,0.735545814037323
12745,5898,0.7354905009269714
12745,7180,0.735379695892334
6042,10086,0.7353454828262329
9896,2543,0.7352929711341858
12745,13626,0.7352306842803955
12745,15263,0.7352007031440735
14623,11850,0.7351853847503662
10385,13362,0.7351229190826416
6042,5896,0.7350817918777466
15137,10086,0.7348996996879578
17009,1389,0.7348378896713257
