TF,Target,score
9057,3483,0.839078962802887
14440,3483,0.8351020812988281
9057,7426,0.8318450450897217
9057,10352,0.8313111662864685
9057,13540,0.8313111662864685
9057,9798,0.8313111662864685
9057,5898,0.8313111662864685
9057,7180,0.8313111662864685
9057,14909,0.8312206268310547
14440,7426,0.8276733756065369
14440,9798,0.8271439075469971
14440,10352,0.8271439075469971
14440,5898,0.8271439075469971
14440,7180,0.8271439075469971
14440,13540,0.8271439075469971
14440,14909,0.8270938992500305
6042,3483,0.825812578201294
15004,3483,0.8245174884796143
14440,12813,0.8242766261100769
12778,3483,0.8209481239318848
9057,12813,0.8209044337272644
15137,3483,0.818611204624176
6042,7426,0.8184673190116882
15004,7426,0.8182908296585083
4633,3483,0.8182616233825684
6042,9798,0.8179092407226562
6042,13540,0.8179092407226562
6042,5898,0.8179092407226562
6042,10352,0.8179092407226562
6042,7180,0.8179092407226562
6042,14909,0.8178377151489258
15004,7180,0.8177515864372253
15004,9798,0.8177515864372253
15004,5898,0.8177515864372253
15004,13540,0.8177515864372253
15004,10352,0.8177515864372253
15004,14909,0.817640483379364
3640,3483,0.8161896467208862
9057,5896,0.8150379061698914
12778,7426,0.8144025206565857
12778,9798,0.814021110534668
12778,10352,0.814021110534668
12778,5898,0.814021110534668
12778,13540,0.814021110534668
12778,7180,0.814021110534668
12778,14909,0.8139716386795044
9057,8172,0.813571035861969
14440,5896,0.8130742311477661
15137,7426,0.8125715851783752
15137,13540,0.8119421005249023
15137,9798,0.8119421005249023
15137,10352,0.8119421005249023
15137,5898,0.8119421005249023
15137,7180,0.8119421005249023
15137,14909,0.811867356300354
9057,9831,0.8117886185646057
14440,8172,0.8114265203475952
9057,12535,0.8110583424568176
4633,7426,0.8110429048538208
4633,7180,0.8105950355529785
4633,9798,0.8105950355529785
4633,5898,0.8105950355529785
4633,13540,0.8105950355529785
4633,10352,0.8105950355529785
4633,14909,0.810544490814209
6042,12813,0.8104764819145203
14440,646,0.8103505373001099
9057,16651,0.8102734088897705
12778,12813,0.8100642561912537
1073,3483,0.8100535869598389
5870,3483,0.8096832036972046
14440,9831,0.8096141219139099
9057,3007,0.8095034956932068
14440,3300,0.8094430565834045
14440,7071,0.8093023896217346
3640,7426,0.8091709613800049
14440,2663,0.8090049028396606
9057,3586,0.8087391257286072
16523,3483,0.8087291121482849
3640,13540,0.8086321353912354
3640,9798,0.8086321353912354
3640,10352,0.8086321353912354
3640,5898,0.8086321353912354
3640,7180,0.8086321353912354
14440,2862,0.8086180686950684
3640,14909,0.8085508942604065
9057,646,0.8082118630409241
14440,12535,0.8081440329551697
14440,16651,0.8075465559959412
9057,9420,0.8074196577072144
9057,7071,0.8073388338088989
9057,3300,0.8073206543922424
14440,3007,0.8073124289512634
9057,3997,0.807305634021759
9057,906,0.807094395160675
9057,7201,0.8068822622299194
