IKZF3,CSF1,104.62480630941664
IKZF3,CD3D,104.10427694847405
STAT5A,C1S,101.31969943245825
PITX1,CHD6,100.42616562706255
STAT5A,JCHAIN,100.24696193396066
STAT5A,CSF1R,100.06029368209487
IKZF3,SOD3,98.25344083458522
IKZF3,STK17A,97.6139407051284
IKZF3,APOBEC3G,97.51497585426442
IKZF3,LCP1,97.40653424318641
NR4A1,TMX1,93.23989283533179
PKNOX1,LCP1,92.23782992781464
STAT5A,LCK,91.8186312031313
CUX1,NDUFB9,91.74653563575455
DEAF1,JCHAIN,91.66979645070136
DEAF1,TMX1,91.1486236902678
STAT5A,HLA-DRA,90.66527236991723
STAT5A,CD4,90.48481705890762
STAT5A,CD3D,89.61347851256295
CUX1,SRGN,89.3839454230582
STAT5A,PDGFRA,89.2728313131599
ARID3A,SRSF5,87.80661902346523
CUX1,C1R,87.4767401147316
STAT5A,IL10RA,87.31190856886617
NR4A1,CTSK,87.22127453328565
ARID3A,UFD1L,87.13966674488816
PKNOX1,HLA-DOA,87.08732227878744
IKZF3,PTPRC,86.79748456117785
STAT5A,C1QB,86.77467274521719
IKZF3,VAV1,86.6672560940736
IKZF3,PDGFRB,86.51937506590639
IKZF3,OPTN,86.3116023102683
STAT5A,IGHG3,85.53306662240739
IKZF3,PDGFRA,85.3861087432462
IKZF3,MS4A6A,85.12936115987215
NFIC,IL10RA,84.92047288703765
IKZF3,JCHAIN,84.71719135896984
IKZF3,CD79A,84.4602194984334
DDIT3,MTG2,83.62406464022112
CUX1,CCL19,83.53030783425311
NFATC4,TRAF5,83.293988407424
IKZF3,CCDC88B,83.16285287892457
IKZF3,C1QB,83.05074552866485
NFIC,C12orf45,82.6066026542006
IKZF3,SIGLEC1,82.57291815349268
STAT5A,A2M,82.35127414435013
CUX1,MYO9B,81.93246063976557
PITX1,TMEM123,81.55973637191488
CUX1,VWF,81.53773088257469
FOXP4,FNBP4,81.1724448106168
IKZF3,CD52,80.93183516786449
STAT5A,STK17A,80.52089133337675
SOX4,GNL2,80.48031236201288
NFATC4,HLA-B,80.41351278916758
IKZF3,PIM2,80.36860556366773
FOXP4,KCTD10,80.36308204923671
DEAF1,SPIN1,80.28377843084427
DDIT3,SLC4A5,80.20101137671799
STAT5A,CTSK,79.94788501941746
NR4A1,CORO1B,79.89900803981541
ARID3A,IL10RA,79.78037708185038
STAT5A,SOD3,79.68119738230955
ARNT,GPRC5A,79.64336808803752
ARNT,C1R,79.61518151049488
ASCL2,IER5L,79.56289230369639
NR4A1,TIMP1,79.40834349055268
NR4A1,GYPC,79.34965401405896
PKNOX1,SYK,79.27526279051688
PKNOX1,CHD6,79.20975290423235
DEAF1,RNF170,78.90827928193248
ASCL2,C1S,78.69761697933181
IKZF3,C1R,78.64799747018911
CUX1,BTG1,78.49718923453491
PKNOX1,GBP4,78.3245587329671
DEAF1,IGLC3,78.29917010326636
GATA3,SLC9A3R2,78.02094204329458
IKZF3,PLTP,78.01606202759561
IKZF3,CYP27A1,77.94144468271922
ASCL2,STK4,77.79074182514451
PITX1,SOX4,77.71478684897117
CUX1,MS4A6A,77.61526008155691
IKZF3,LCK,77.05331474395084
NR4A1,CXCL10,77.0343464444903
ARID3A,PLTP,76.89746196823126
IKZF3,PSTPIP1,76.65699750267713
STAT5A,C1R,76.54559792631072
GATA3,NMRAL1,76.45578272111366
ARNT,LCP1,76.33944256816916
CUX1,CTSK,76.13228108592914
SOX4,INPP5J,76.12735755471664
DEAF1,C1R,76.08800778763963
FOXP4,ANKRD12,76.05118278738044
NFIC,INPP5D,75.89661841086154
NR4A1,MMP9,75.80742853129698
STAT5A,IGLC7,75.7761076045141
KLF9,MS4A6A,75.65528829414589
CUX1,CD4,75.30296064935762
IKZF3,IGLC7,75.2804921401441
NR4A1,SRRT,75.27118861226286
DEAF1,LCP1,75.16525477588672
STAT5A,GYPC,75.10101110705538
CUX1,CSF1,75.08895787502927
STAT5A,INPP5D,75.04955958393003
PITX1,TNC,75.04570301327672
FOXP4,COL3A1,74.97856568848097
NR4A1,TGFBR2,74.90765210510078
STAT5A,RASGRP2,74.83779723226645
ARNT,NELFE,74.74960561629214
FOXP4,CSF1,74.71940604215463
IKZF3,GYPC,74.71784091752556
GATA3,KIAA1468,74.53300727553555
IKZF3,TYROBP,74.36461714796178
STAT5A,FSTL1,74.35264326212008
DDIT3,MAPKAPK5,74.27526676141191
ASCL2,STK17A,74.23597365943473
NFIC,CCT4,73.94882976943808
ARID3A,SOX4,73.900808535599
ARNT,SAT1,73.8527671140607
CUX1,C1QB,73.85028782421394
STAT5A,SYK,73.74553467931176
ARID3A,ATG16L2,73.70712297187629
IKZF3,MMP9,73.43455065432262
NFATC4,FAH,73.4326301985006
ARID3A,IKZF3,73.28196043953773
KLF9,KCTD10,73.2572257385048
NFATC4,KDM4B,73.05040429603642
STAT5A,IGLC3,72.93803706950291
CUX1,CLDN4,72.88604475753561
PITX1,ZDHHC12,72.87394040132739
ASCL2,MX2,72.7386673956179
GATA3,CAPG,72.6126987731672
ARNT,HSPB11,72.56301908497493
IKZF3,KCTD10,72.56183840267182
CUX1,CD74,72.50902078781532
DEAF1,MLLT4,72.3926372107665
ARNT,SIGLEC1,72.27683975807933
NR4A1,IL10RA,72.26408301738034
CUX1,HLA-DMB,72.21350190331809
STAT5A,FUOM,72.12083265829266
NFATC4,SH3BP5L,72.09387569657241
ARID3A,CSF1R,72.07931560091538
STAT5A,MMP9,72.03622603927033
PKNOX1,PTPRC,71.99740449921453
ARID3A,GMFG,71.9655908397183
FOXP4,ITGB6,71.90475171049599
NFIC,MZT2A,71.63205105978658
ARNT,ARF6,71.5873152656833
DEAF1,C2,71.57084383404128
GATA3,ZDHHC12,71.56233623211409
PITX1,SAT1,71.52841660323516
IKZF3,HLA-DRA,71.5153535708572
FOXP4,TNFRSF14,71.50651553184844
DDIT3,CLDN4,71.48765879328495
CUX1,MMP9,71.44414207679806
PKNOX1,MS4A6A,71.42000675991741
KLF9,MX2,71.40023382881158
DEAF1,TBXAS1,71.35700702652332
DEAF1,FSTL1,71.35607999109054
PITX1,NEBL,71.33487175009856
CUX1,KAT6B,71.29981650972285
CUX1,PTGDS,71.25280608924068
DEAF1,PCCB,71.2264027582518
NFATC4,CSF1,71.22357779854715
CUX1,HLA-DPB1,71.18487761631759
DDIT3,TRIM14,71.13419743127726
ARNT,IL10RA,71.09803434384702
IKZF3,FZD2,71.05723211154897
STAT5A,JAK3,71.01618831195144
