AHR,ADK,0.9770361660630442
AHR,SPTBN1,1.075592859997414
AHR,CTNNA1,1.013143133954145
AHR,PRKCH,1.0818760092370212
AHR,MFSD1,1.019201783114113
AHR,ESR1,1.0028853013645858
AHR,SLC44A2,1.2297642907942645
AHR,RUNX2,1.1540586845949292
AHR,KRT18,1.0503064878284931
AHR,THRB,1.1715047761099413
AHR,EYA2,1.1335698037873954
AHR,SGPP1,1.1232107924297452
AHR,ODC1,1.055141179007478
AHR,TRPS1,1.104464115574956
AHR,EBF1,1.0139464137610048
AHR,MEIS1,1.0949054453521967
AHR,E2F6,1.0303523255279288
AHR,SPIRE1,1.0726693272590637
AHR,RAI14,1.0800934759899974
AHR,JARID2,1.1417844083625823
AHR,NFE2L2,1.0479030279675499
AHR,FOS,1.0996864679036662
AHR,UBE2G2,0.9869584039552137
AHR,WDSUB1,1.084943012217991
AHR,TMEM97,1.0652751373127103
AHR,EDC3,0.943573186697904
AHR,METAP1D,1.0104057718999684
AHR,PLEC,1.0839595352299511
AHR,DNPEP,0.993232827167958
AHR,ADD2,1.1073785775806755
AHR,HEBP1,1.188805380370468
AHR,ST8SIA4,1.0953438633587211
AHR,MYL10,0.9999592681415379
AHR,WLS,1.0529101906577125
AHR,GSTM5,0.9977518524974585
AHR,ELF4,1.0754431794630364
AHR,USP37,1.144048318383284
AHR,LMO4,1.226294415537268
AHR,ZEB2,1.270231501199305
AHR,ZBTB20,1.2485123607330024
AHR,ZFP451,1.1368794585578144
AHR,NRF1,0.9783522713696584
AHR,CSRP3,1.068860933301039
AHR,EGR1,1.1466525302967057
AHR,USP4,1.0772917207796127
AHR,AP3S1,1.0348746431991458
AHR,ATG12,1.1281397028360516
AHR,VAMP3,1.0384400110924616
AHR,PICALM,1.0579814115772024
AHR,CKS1B,1.1932860888773575
AHR,CNOT10,1.094997706473805
AHR,REL,1.0393731779768132
AHR,ADO,1.1092110311146826
AHR,HPCAL1,1.0949237199965864
AHR,MEMO1,1.1082429105881602
AHR,STARD10,1.0495306779630482
AHR,ANKFY1,1.1200527640758082
AHR,ERLIN2,0.9907973472145386
AHR,TBL3,1.0863134045503102
AHR,WDR73,1.1348086941288784
AHR,VILL,1.0968203523661941
AHR,FPGS,1.03076170879649
AHR,TCIRG1,1.0831156829372048
AHR,HSD3B7,1.2127708737971261
AHR,POLD1,0.9986118349479511
AHR,RORC,1.0794171324232593
AHR,SLC29A1,1.1233727801591158
AHR,CYB5R3,1.14474023564253
AHR,LIG1,1.0341633050702512
AHR,GANAB,1.0654459597426467
AHR,ACAP1,1.2692423253320158
AHR,ERMAP,1.0942303169285879
AHR,CBFB,1.1099328314885497
AHR,HDAC10,1.0842131387908012
AHR,PLAG1,1.1454435873311013
AHR,SMAD2,1.0826224539196119
AHR,LIMD2,1.3036007635528222
AHR,TRMT2A,1.111048978054896
AHR,EZR,1.014121901243925
AHR,DDHD2,1.0972287091426551
AHR,PLXNC1,0.9793747749645263
AHR,CBX7,1.1352600178215653
AHR,HCFC1,1.0260209271800704
AHR,UHRF1,1.1530440689530224
AHR,IKZF2,1.2486534347408451
AHR,MBOAT2,1.2094425788382068
AHR,SGPL1,1.0570968654938042
AHR,PIP4K2A,1.1597390045644715
AHR,CACFD1,1.115746482159011
AHR,KIDINS220,1.1139307559933513
AHR,4833439L19RIK,1.0596078531816602
AHR,ATP7B,1.0442212058696896
